Company Name,Company Name (Full),Growth Group,Segment,Ticker,Year,Year Founded,Net Income (2008),Revenue (2008),Revenue (Inflation Adjusted)
MedAssets,"MedAssets, Inc.",Rocket Ship,Vertical Application,MDAS,2007,1999,-9.8,188.52,196.04
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1975,1975,36.05,302.91,0
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1976,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1977,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1978,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1979,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1980,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1981,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1982,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1983,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1984,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1985,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1986,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1987,1975,36.05,302.91,
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1988,1975,36.05,302.91,51.84
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1989,1975,36.05,302.91,51.772
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1990,1975,36.05,302.91,54.931
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1991,1975,36.05,302.91,53.82
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1992,1975,36.05,302.91,57.456
SPSS,SPSS Inc.,Slow Burner,Business Intelligence,SPSS,1993,1975,36.05,302.91,76.587
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1983,1983,6.6,161.95,0
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1984,1983,6.6,161.95,
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1985,1983,6.6,161.95,
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1986,1983,6.6,161.95,
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1987,1983,6.6,161.95,
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1988,1983,6.6,161.95,
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1989,1983,6.6,161.95,
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1990,1983,6.6,161.95,
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1991,1983,6.6,161.95,12.143
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1992,1983,6.6,161.95,13.6238
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1993,1983,6.6,161.95,15.0116
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1994,1983,6.6,161.95,23.2561
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1995,1983,6.6,161.95,31.1458
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1996,1983,6.6,161.95,45.56
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1997,1983,6.6,161.95,59.362
Pegasystems,Pegasystems Inc.,Slow Burner,Business Intelligence,PEGA,1998,1983,6.6,161.95,81.444
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1963,1963,-2.6,246.65,0
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1964,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1965,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1966,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1967,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1968,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1969,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1970,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1971,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1972,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1973,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1974,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1975,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1976,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1977,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1978,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1979,1963,-2.6,246.65,8.204
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1980,1963,-2.6,246.65,10.578
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1981,1963,-2.6,246.65,12.87
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1982,1963,-2.6,246.65,15.62
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1983,1963,-2.6,246.65,19.596
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1984,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1985,1963,-2.6,246.65,39.402
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1986,1963,-2.6,246.65,
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1987,1963,-2.6,246.65,50.49
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1988,1963,-2.6,246.65,62.1
MSC Software,MSC Software Corp.,Slow Burner,CAD / EDA,MSCS,1989,1963,-2.6,246.65,68.456
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1970,1970,82.39,385.34,0
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1971,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1972,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1973,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1974,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1975,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1976,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1977,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1978,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1979,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1980,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1981,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1982,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1983,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1984,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1985,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1986,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1987,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1988,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1989,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1990,1970,82.39,385.34,
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1991,1970,82.39,385.34,43.524
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1992,1970,82.39,385.34,46.2959
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1993,1970,82.39,385.34,46.452
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1994,1970,82.39,385.34,46.904
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1995,1970,82.39,385.34,55.44
ANSYS,"ANSYS, Inc.",Slow Burner,CAD / EDA,ANSS,1996,1970,82.39,385.34,63.92
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1987,1987,57.57,220.14,0
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1988,1987,57.57,220.14,
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1989,1987,57.57,220.14,
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1990,1987,57.57,220.14,
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1991,1987,57.57,220.14,
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1992,1987,57.57,220.14,
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1993,1987,57.57,220.14,
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1994,1987,57.57,220.14,
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1995,1987,57.57,220.14,29.26
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1996,1987,57.57,220.14,39.168
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1997,1987,57.57,220.14,37.252
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1998,1987,57.57,220.14,33
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,1999,1987,57.57,220.14,58.624
TeleCom Systems,"TeleCommunication Systems, Inc.",Slow Burner,Communications,TSYS,2000,1987,57.57,220.14,71.92
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1983,1983,20.92,330.04,0
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1984,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1985,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1986,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1987,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1988,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1989,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1990,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1991,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1992,1983,20.92,330.04,
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1993,1983,20.92,330.04,14.037
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1994,1983,20.92,330.04,19.0619
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1995,1983,20.92,330.04,19.8646
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1996,1983,20.92,330.04,23.2288
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1997,1983,20.92,330.04,41.54
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1998,1983,20.92,330.04,48.18
Macrovision,Macrovision Solutions Corporation,Slow Burner,Content Management,MVSN,1999,1983,20.92,330.04,66.56
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1983,1983,23.52,289.36,0
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1984,1983,23.52,289.36,
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1985,1983,23.52,289.36,
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1986,1983,23.52,289.36,
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1987,1983,23.52,289.36,
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1988,1983,23.52,289.36,
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1989,1983,23.52,289.36,
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1990,1983,23.52,289.36,
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1991,1983,23.52,289.36,21.528
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1992,1983,23.52,289.36,27.056
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1993,1983,23.52,289.36,28.518
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1994,1983,23.52,289.36,30.602
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1995,1983,23.52,289.36,37.52
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1996,1983,23.52,289.36,47.328
Deltek,Deltek Inc.,Slow Burner,ERP,DLTK,1997,1983,23.52,289.36,65.392
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1986,1986,0.53,101.35,0
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1987,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1988,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1989,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1990,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1991,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1992,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1993,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1994,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1995,1986,0.53,101.35,
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1996,1986,0.53,101.35,8.145
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1997,1986,0.53,101.35,11.5441
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1998,1986,0.53,101.35,15.7463
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,1999,1986,0.53,101.35,15.3638
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,2000,1986,0.53,101.35,23.8514
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,2001,1986,0.53,101.35,40.138
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,2002,1986,0.53,101.35,53.312
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,2003,1986,0.53,101.35,52.545
OPNET,"OPNET Technologies, Inc.",Slow Burner,Network / Infrastructure/ EAI,OPNT,2004,1986,0.53,101.35,63.845
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1983,1983,-2.36,328.63,0
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1984,1983,-2.36,328.63,
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1985,1983,-2.36,328.63,
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1986,1983,-2.36,328.63,
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1987,1983,-2.36,328.63,
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1988,1983,-2.36,328.63,
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1989,1983,-2.36,328.63,2.58
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1990,1983,-2.36,328.63,6.194
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1991,1983,-2.36,328.63,12.48
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1992,1983,-2.36,328.63,25.84
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1993,1983,-2.36,328.63,36.75
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1994,1983,-2.36,328.63,39.039
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1995,1983,-2.36,328.63,44.94
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1996,1983,-2.36,328.63,59.84
Wind River,"Wind River Systems, Inc.",Slow Burner,Operating Systems,WIND,1997,1983,-2.36,328.63,85.76
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1986,1986,31.1,361.06,0
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1987,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1988,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1989,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1990,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1991,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1992,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1993,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1994,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1995,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1996,1986,31.1,361.06,
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1997,1986,31.1,361.06,39.463
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1998,1986,31.1,361.06,30.5804
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,1999,1986,31.1,361.06,38.1978
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,2000,1986,31.1,361.06,53.8743
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,2001,1986,31.1,361.06,89.9116
Synaptics,"Synaptics, Incorporated",Slow Burner,Operating Systems,SYNA,2002,1986,31.1,361.06,119
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1991,1991,24.29,132.98,0
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1992,1991,24.29,132.98,3.496
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1993,1991,24.29,132.98,3.234
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1994,1991,24.29,132.98,3.861
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1995,1991,24.29,132.98,5.18
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1996,1991,24.29,132.98,13.736
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1997,1991,24.29,132.98,17.6987
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1998,1991,24.29,132.98,21.78
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,1999,1991,24.29,132.98,24.8282
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,2000,1991,24.29,132.98,34.72
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,2001,1991,24.29,132.98,32.574
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,2002,1991,24.29,132.98,22.491
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,2003,1991,24.29,132.98,25.877
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,2004,1991,24.29,132.98,33.787
VASCO,"VASCO Data Security International, Inc.",Slow Burner,Security,VDSI,2005,1991,24.29,132.98,59.514
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,1995,1995,16.17,102.66,0
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,1996,1995,16.17,102.66,
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,1997,1995,16.17,102.66,
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,1998,1995,16.17,102.66,
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,1999,1995,16.17,102.66,
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,2000,1995,16.17,102.66,
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,2001,1995,16.17,102.66,
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,2002,1995,16.17,102.66,
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,2003,1995,16.17,102.66,
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,2004,1995,16.17,102.66,9.153
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,2005,1995,16.17,102.66,16.895
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,2006,1995,16.17,102.66,31.03
VanceInfo,VanceInfo Technologies Inc.,Slow Burner,Services,VIT,2007,1995,16.17,102.66,65.208
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1974,1974,29.96,1191.57,0
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1975,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1976,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1977,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1978,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1979,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1980,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1981,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1982,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1983,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1984,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1985,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1986,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1987,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1988,1974,29.96,1191.57,
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1989,1974,29.96,1191.57,30.96
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1990,1974,29.96,1191.57,36.023
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1991,1974,29.96,1191.57,43.212
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1992,1974,29.96,1191.57,46.816
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1993,1974,29.96,1191.57,55.125
CIBER,"CIBER, Inc.",Slow Burner,Services,CBR,1994,1974,29.96,1191.57,114.114
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1987,1987,67.85,735.38,0
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1988,1987,67.85,735.38,
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1989,1987,67.85,735.38,
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1990,1987,67.85,735.38,
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1991,1987,67.85,735.38,
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1992,1987,67.85,735.38,
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1993,1987,67.85,735.38,
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1994,1987,67.85,735.38,8.131
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1995,1987,67.85,735.38,13.3336
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1996,1987,67.85,735.38,17.4923
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1997,1987,67.85,735.38,24.5421
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1998,1987,67.85,735.38,45.9228
Quest,"Quest Software, Inc.",Slow Burner,Systems Management,QSFT,1999,1987,67.85,735.38,90.624
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1986,1986,7.57,107.93,0
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1987,1986,7.57,107.93,
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1988,1986,7.57,107.93,
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1989,1986,7.57,107.93,
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1990,1986,7.57,107.93,
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1991,1986,7.57,107.93,
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1992,1986,7.57,107.93,4.8199
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1993,1986,7.57,107.93,7.7734
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1994,1986,7.57,107.93,11.7989
Renaissance Learning,"Renaissance Learning, Inc.",Slow Burner,Vertical Application,RLRN,1995,1986,7.57,107.93,17.647
